,IDCliente,Genero,Aposentado,Casado,Dependentes,MesesComoCliente,ServicoTelefone,MultiplasLinhas,ServicoInternet,ServicoSegurancaOnline,ServicoBackupOnline,ProtecaoEquipamento,ServicoSuporteTecnico,ServicoStreamingTV,ServicoFilmes,TipoContrato,FaturaDigital,FormaPagamento,ValorMensal,TotalSpend,Churn,Codigo
5034,9758-MFWGD,Feminino,1,Yes,Yes,48,No,SemTelefone,DSL,No,Yes,No,No,No,No,Anual,No,DebitoAutomatico,29.9,1388.75,No,
3600,8623-TMRBY,Masculino,1,Yes,Yes,51,Yes,Yes,Fibra,No,Yes,Yes,No,No,No,Mensal,Yes,BoletoEletronico,84.2,4146.05,Yes,
6424,6034-ZRYCV,Feminino,0,Yes,No,72,No,SemTelefone,DSL,No,Yes,Yes,No,Yes,Yes,2 anos,Yes,BoletoEletronico,54.2,3937.45,Yes,
7009,7703-ZEKEF,Masculino,0,No,No,23,Yes,Yes,Fibra,No,No,Yes,No,No,No,Mensal,Yes,BoletoEletronico,81.0,1917.1,Yes,
5803,4143-OOBWZ,Masculino,0,Yes,No,5,Yes,Yes,Fibra,No,Yes,No,No,No,No,Mensal,Yes,BoletoEletronico,81.3,416.3,Yes,
385,4895-TMWIR,Masculino,1,Yes,No,11,Yes,No,No,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,Mensal,No,BoletoImpresso,19.95,214.75,Yes,
6141,5385-SUIRI,Masculino,1,Yes,No,52,Yes,Yes,Fibra,Yes,No,Yes,No,Yes,Yes,Mensal,Yes,BoletoEletronico,104.2,5568.35,Yes,
6426,3926-YZVVX,Feminino,0,No,No,41,Yes,No,DSL,No,No,No,Yes,No,No,Anual,No,DebitoAutomatico,50.05,2029.05,No,
536,0621-HJWXJ,Feminino,0,Yes,No,63,Yes,Yes,Fibra,No,Yes,No,No,No,No,Mensal,Yes,DebitoAutomatico,81.55,5029.05,No,
6565,1548-FEHVL,Masculino,0,Yes,No,61,Yes,Yes,Fibra,Yes,Yes,No,No,Yes,Yes,Mensal,Yes,BoletoEletronico,106.2,6375.2,No,
5032,5429-LWCMV,Feminino,0,No,No,12,Yes,Yes,Fibra,No,Yes,No,No,No,Yes,Mensal,Yes,BoletoEletronico,89.15,1057.55,No,
4212,5797-APWZC,Feminino,0,No,No,1,Yes,No,Fibra,No,No,No,No,Yes,Yes,Mensal,No,BoletoEletronico,90.6,90.6,Yes,
3507,4558-CGYCZ,Masculino,0,No,No,4,Yes,No,No,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,Mensal,No,BoletoImpresso,19.75,78.3,No,
201,8544-GOQSH,Feminino,0,No,No,14,Yes,No,Fibra,No,Yes,No,Yes,No,No,Mensal,Yes,CartaoCredito,80.05,1112.3,No,
1332,4656-CAURT,Masculino,0,No,No,69,Yes,Yes,No,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,2 anos,No,DebitoAutomatico,23.95,1713.1,No,
3502,6738-ISCBM,Masculino,0,No,No,44,No,SemTelefone,DSL,Yes,No,Yes,No,Yes,Yes,Anual,Yes,BoletoEletronico,54.0,2440.25,No,
2708,8510-AWCXC,Feminino,1,No,No,13,Yes,Yes,Fibra,Yes,No,No,No,Yes,Yes,Mensal,Yes,BoletoEletronico,100.8,1308.1,Yes,
5031,8118-TJAFG,Masculino,0,Yes,Yes,9,Yes,No,Fibra,No,Yes,No,Yes,Yes,Yes,Mensal,Yes,BoletoEletronico,101.5,906.85,No,
4662,4018-KJYUY,Masculino,0,No,Yes,22,Yes,No,No,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,Mensal,No,CartaoCredito,20.15,432.5,No,
4021,4255-DDUOU,Feminino,0,Yes,Yes,1,Yes,No,No,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,Mensal,Yes,BoletoImpresso,20.5,20.5,Yes,
1854,6702-OHFWR,Masculino,1,No,No,1,No,SemTelefone,DSL,No,Yes,Yes,No,No,Yes,Mensal,Yes,BoletoEletronico,43.3,43.3,Yes,
6290,2530-ENDWQ,Feminino,0,Yes,No,71,Yes,Yes,Fibra,No,No,No,No,Yes,Yes,2 anos,Yes,DebitoAutomatico,93.7,6585.35,Yes,
2872,8148-NLEGT,Feminino,0,Yes,Yes,42,Yes,Yes,No,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,2 anos,No,BoletoEletronico,22.95,1014.25,No,
3030,1761-AEZZR,Masculino,0,No,No,1,Yes,No,Fibra,No,No,No,No,Yes,No,Mensal,Yes,BoletoEletronico,79.55,79.55,Yes,
1205,6358-LYNGM,Masculino,0,No,No,1,Yes,Yes,Fibra,No,No,No,No,No,No,Mensal,Yes,BoletoEletronico,74.9,74.9,Yes,
1645,9490-DFPMD,Feminino,1,No,No,42,Yes,Yes,Fibra,No,No,No,No,Yes,No,Mensal,Yes,BoletoEletronico,84.65,3541.35,Yes,
3417,3272-VUHPV,Feminino,0,Yes,Yes,8,Yes,No,DSL,No,Yes,No,Yes,No,No,Mensal,No,DebitoAutomatico,56.3,401.5,No,
3476,3756-VNWDH,Masculino,1,Yes,No,65,Yes,Yes,Fibra,Yes,No,No,No,Yes,Yes,Anual,Yes,BoletoEletronico,100.75,6674.65,No,
5925,1840-BIUOG,Masculino,0,No,No,20,Yes,Yes,DSL,No,Yes,No,Yes,Yes,No,Anual,Yes,BoletoEletronico,68.7,1416.2,No,
2861,2004-OCQXK,Feminino,0,No,No,1,Yes,No,Fibra,No,No,No,No,No,Yes,Mensal,Yes,BoletoEletronico,81.95,81.95,Yes,
1792,8401-EMUWF,Masculino,0,Yes,Yes,42,Yes,Yes,DSL,Yes,Yes,No,No,Yes,No,Mensal,Yes,DebitoAutomatico,69.4,3058.3,No,
5526,6546-OPBBH,Masculino,0,Yes,Yes,51,Yes,Yes,No,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,Anual,Yes,BoletoImpresso,23.95,1216.35,No,
3797,7868-BGSZA,Masculino,0,Yes,No,43,Yes,Yes,DSL,Yes,No,Yes,No,Yes,Yes,Anual,Yes,BoletoEletronico,80.2,3581.6,No,
3368,1370-GGAWX,Feminino,0,No,No,46,Yes,Yes,Fibra,No,Yes,Yes,No,No,Yes,Anual,Yes,BoletoEletronico,94.15,4408.45,No,
3367,7109-CQYUZ,Masculino,0,No,No,52,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,2 anos,Yes,BoletoImpresso,89.25,4652.4,No,
3533,4318-RAJVY,Feminino,0,No,No,10,Yes,No,No,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,Anual,Yes,BoletoImpresso,19.8,198.25,No,
6173,2378-HTWFW,Masculino,1,No,No,35,Yes,Yes,Fibra,Yes,No,No,No,No,Yes,Mensal,No,CartaoCredito,91.0,3180.5,No,
5109,7113-HIPFI,Masculino,0,Yes,Yes,66,Yes,No,DSL,Yes,Yes,Yes,Yes,No,No,2 anos,No,BoletoImpresso,65.85,4097.05,No,
3449,5473-KHBPS,Feminino,0,Yes,Yes,52,Yes,Yes,Fibra,No,Yes,Yes,No,Yes,No,Anual,Yes,CartaoCredito,95.7,4976.15,No,
603,2001-MCUUW,Masculino,0,No,No,46,Yes,Yes,Fibra,No,Yes,Yes,Yes,Yes,Yes,2 anos,No,BoletoEletronico,108.65,4903.2,No,
3056,0263-FJTQO,Masculino,0,Yes,Yes,50,Yes,Yes,DSL,Yes,No,No,Yes,Yes,No,2 anos,Yes,CartaoCredito,70.5,3486.65,No,
6125,0871-URUWO,Masculino,0,Yes,No,13,Yes,Yes,Fibra,No,No,Yes,No,Yes,Yes,Mensal,Yes,CartaoCredito,102.25,1359,Yes,
126,4412-YLTKF,Feminino,1,No,No,27,Yes,Yes,Fibra,No,No,Yes,No,No,No,Mensal,Yes,BoletoEletronico,78.05,2135.5,Yes,
3876,7392-YYPYJ,Masculino,0,No,No,22,Yes,Yes,Fibra,No,Yes,No,No,Yes,Yes,Mensal,Yes,BoletoEletronico,100.65,2415.95,No,
2935,9435-JMLSX,Masculino,0,Yes,No,71,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,2 anos,Yes,DebitoAutomatico,86.1,6045.9,No,
5443,7109-MFBYV,Masculino,0,No,No,26,Yes,No,DSL,No,No,No,No,No,No,Mensal,No,BoletoEletronico,45.45,1233.15,No,
4451,1608-GMEWB,Masculino,1,No,No,45,Yes,Yes,Fibra,No,No,No,No,Yes,Yes,Mensal,Yes,DebitoAutomatico,93.9,4200.25,No,
3531,4311-QTTAI,Feminino,0,No,No,16,Yes,No,No,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,Anual,No,CartaoCredito,19.35,295.55,No,
2730,1169-SAOCL,Masculino,0,No,No,49,Yes,Yes,Fibra,No,Yes,No,Yes,Yes,Yes,Anual,Yes,DebitoAutomatico,106.65,5168.1,No,
827,9146-JRIOX,Feminino,0,Yes,Yes,14,Yes,Yes,No,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,Mensal,No,BoletoImpresso,25.55,372.45,No,
1639,4690-LLKUA,Masculino,1,No,No,17,Yes,No,DSL,No,No,No,No,No,No,Mensal,Yes,BoletoEletronico,45.05,770.6,Yes,
984,8165-ZJRNM,Feminino,0,Yes,Yes,72,Yes,Yes,No,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,2 anos,No,DebitoAutomatico,23.75,1679.25,No,
3281,6322-PJJDJ,Masculino,0,Yes,No,49,Yes,No,Fibra,No,Yes,No,No,Yes,Yes,2 anos,Yes,BoletoEletronico,94.8,4690.65,No,
7000,0052-YNYOT,Feminino,0,No,No,67,Yes,No,No,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,Anual,No,BoletoEletronico,20.55,1343.4,No,
2188,3689-MOZGR,Feminino,0,No,No,29,No,SemTelefone,DSL,No,No,No,Yes,No,No,Mensal,Yes,BoletoEletronico,31.2,926.2,No,
6483,3644-QXEHN,Masculino,0,Yes,Yes,13,Yes,No,Fibra,No,No,Yes,No,Yes,Yes,Mensal,No,BoletoEletronico,97.0,1334.45,No,
2443,9802-CAQUT,Feminino,0,Yes,Yes,72,Yes,Yes,Fibra,Yes,Yes,Yes,No,Yes,Yes,2 anos,No,CartaoCredito,109.55,7887.25,No,
362,0104-PPXDV,Masculino,0,Yes,No,58,Yes,No,DSL,No,No,Yes,No,No,No,Anual,No,CartaoCredito,50.3,2878.55,No,
2349,9548-ZMVTX,Masculino,0,Yes,Yes,72,Yes,Yes,Fibra,No,Yes,Yes,Yes,No,No,2 anos,No,DebitoAutomatico,90.45,6565.85,No,
345,0021-IKXGC,Feminino,1,No,No,1,Yes,Yes,Fibra,No,No,No,No,No,No,Mensal,Yes,BoletoEletronico,72.1,72.1,No,
814,4785-NKHCX,Masculino,1,No,No,5,Yes,No,No,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,Mensal,No,DebitoAutomatico,20.05,94.15,No,
4807,9695-IDRZR,Feminino,0,No,Yes,34,Yes,Yes,Fibra,Yes,Yes,Yes,Yes,Yes,Yes,2 anos,Yes,CartaoCredito,116.15,3946.9,No,
3205,3810-DVDQQ,Feminino,0,Yes,Yes,72,Yes,Yes,Fibra,Yes,Yes,Yes,Yes,Yes,Yes,2 anos,Yes,DebitoAutomatico,117.6,8308.9,No,
6900,7921-LMDFQ,Masculino,1,No,No,51,Yes,No,Fibra,No,No,Yes,No,Yes,Yes,Anual,Yes,DebitoAutomatico,94.0,4905.75,No,
6746,8976-OQHGT,Feminino,0,Yes,Yes,4,Yes,No,DSL,No,Yes,No,Yes,No,No,Mensal,No,BoletoImpresso,56.5,235.1,Yes,
3325,0697-ZMSWS,Masculino,0,No,No,4,Yes,Yes,Fibra,No,No,No,No,No,Yes,Mensal,Yes,BoletoEletronico,85.65,338.9,Yes,
4106,9189-JWSHV,Feminino,1,Yes,No,24,Yes,Yes,Fibra,No,No,No,No,Yes,Yes,Mensal,Yes,BoletoEletronico,93.55,2264.05,Yes,
6296,4023-RTIQM,Feminino,1,Yes,No,31,No,SemTelefone,DSL,Yes,Yes,Yes,No,No,Yes,Anual,Yes,CartaoCredito,50.4,1580.1,No,
2116,4349-GFQHK,Masculino,0,No,No,1,Yes,Yes,DSL,No,No,Yes,No,No,No,Mensal,No,BoletoEletronico,54.35,54.35,Yes,
1834,8080-DDEMJ,Masculino,1,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Mensal,No,BoletoEletronico,45.1,45.1,Yes,
793,9871-ELEYA,Feminino,0,No,Yes,34,Yes,No,DSL,Yes,No,Yes,Yes,Yes,No,2 anos,No,CartaoCredito,67.65,2339.3,No,
6968,8685-WHQPW,Feminino,1,No,No,22,Yes,Yes,Fibra,No,No,No,No,No,No,Mensal,Yes,DebitoAutomatico,74.4,1692.6,Yes,
2674,1855-CFULU,Feminino,1,No,No,4,Yes,No,No,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,Mensal,No,BoletoImpresso,20.05,91.45,No,
94,9848-JQJTX,Masculino,0,No,No,72,Yes,Yes,Fibra,No,Yes,Yes,No,Yes,Yes,2 anos,Yes,DebitoAutomatico,100.9,7459.05,No,
4225,5345-BMKWB,Masculino,0,Yes,No,8,Yes,No,No,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,Mensal,No,BoletoImpresso,20.25,158.35,No,
3756,9136-ALYBR,Masculino,0,No,No,1,No,SemTelefone,DSL,No,No,No,No,No,No,Mensal,Yes,BoletoImpresso,24.45,24.45,Yes,
2891,0495-RVCBF,Feminino,0,No,No,1,Yes,No,Fibra,No,No,No,No,No,Yes,Mensal,Yes,BoletoEletronico,79.7,79.7,Yes,
2371,2712-SYWAY,Feminino,0,No,No,1,Yes,Yes,No,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,Mensal,Yes,BoletoEletronico,25.7,25.7,No,
5831,9846-GKXAS,Feminino,0,No,No,9,Yes,No,Fibra,No,No,No,No,Yes,Yes,Mensal,Yes,DebitoAutomatico,90.8,809.75,Yes,
6236,1932-UEDCX,Masculino,1,Yes,No,33,Yes,Yes,Fibra,No,Yes,No,No,Yes,Yes,Mensal,Yes,DebitoAutomatico,100.6,3270.25,No,
3228,3567-PQTSO,Masculino,0,Yes,Yes,53,Yes,Yes,Fibra,No,Yes,Yes,No,Yes,Yes,Anual,Yes,BoletoEletronico,105.25,5576.3,No,
6274,4685-ERGHK,Masculino,0,No,No,57,Yes,Yes,Fibra,No,No,No,No,Yes,No,Anual,Yes,BoletoEletronico,86.9,4939.25,No,
2853,0233-FTHAV,Feminino,0,No,No,60,Yes,Yes,Fibra,No,No,Yes,No,No,No,Anual,Yes,DebitoAutomatico,79.2,4765,No,
6514,6166-YIPFO,Masculino,0,Yes,No,72,No,SemTelefone,DSL,Yes,Yes,Yes,Yes,Yes,Yes,2 anos,Yes,BoletoEletronico,64.7,4746.05,No,
2912,0674-DGMAQ,Masculino,1,Yes,No,32,Yes,Yes,Fibra,No,Yes,Yes,No,No,Yes,Mensal,Yes,BoletoEletronico,93.5,2970.8,No,
1865,7064-FRRSW,Masculino,1,No,No,48,Yes,Yes,Fibra,No,Yes,No,No,Yes,Yes,Anual,Yes,BoletoEletronico,99.0,4744.35,No,
5754,1431-CYWMH,Feminino,0,Yes,Yes,22,Yes,No,No,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,Mensal,No,DebitoAutomatico,19.05,454.05,No,
4612,6723-CEGQI,Feminino,0,No,Yes,65,No,SemTelefone,DSL,No,Yes,No,Yes,Yes,No,2 anos,No,BoletoImpresso,45.25,2933.95,No,
1857,9359-JANWS,Feminino,0,Yes,No,65,Yes,No,DSL,Yes,No,Yes,Yes,No,No,2 anos,No,CartaoCredito,58.9,3857.1,No,
2645,8562-GHPPI,Feminino,0,No,No,1,Yes,No,No,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,Mensal,No,CartaoCredito,19.8,19.8,No,
2243,1013-QCWAM,Feminino,1,Yes,No,66,Yes,Yes,Fibra,No,Yes,No,No,Yes,Yes,Mensal,Yes,BoletoEletronico,100.8,6690.75,No,
5373,4043-MKDTV,Masculino,0,Yes,No,71,Yes,No,Fibra,No,Yes,Yes,Yes,Yes,Yes,2 anos,Yes,BoletoEletronico,105.25,7291.75,No,
2336,3211-ILJTT,Masculino,0,Yes,No,17,Yes,No,Fibra,No,No,No,No,No,No,Mensal,Yes,DebitoAutomatico,70.4,1214.05,Yes,
950,4208-UFFGW,Masculino,1,No,No,2,Yes,No,DSL,No,No,No,No,No,No,Mensal,No,BoletoImpresso,44.95,85.15,Yes,
3068,1810-BOHSY,Masculino,0,Yes,No,51,Yes,Yes,Fibra,Yes,Yes,No,No,No,Yes,Anual,Yes,CartaoCredito,96.4,4911.05,No,
1120,1047-NNCBF,Masculino,0,No,No,20,Yes,No,Fibra,No,No,No,No,No,No,Mensal,No,CartaoCredito,70.55,1493.55,No,
2597,5945-AZYHT,Masculino,0,Yes,No,71,Yes,Yes,Fibra,Yes,Yes,Yes,No,Yes,Yes,Anual,Yes,BoletoEletronico,109.6,7854.15,No,
2204,2659-VXMWZ,Masculino,0,Yes,Yes,67,Yes,Yes,Fibra,Yes,Yes,Yes,No,Yes,Yes,Anual,Yes,BoletoEletronico,111.3,7482.1,Yes,
419,5564-NEMQO,Feminino,1,No,No,1,Yes,No,Fibra,No,No,Yes,No,No,No,Mensal,Yes,DebitoAutomatico,75.3,75.3,Yes,
922,4301-VVZKA,Masculino,0,Yes,No,16,Yes,Yes,Fibra,No,No,No,No,No,No,Mensal,Yes,BoletoEletronico,75.4,1189.4,No,
1254,9220-ZNKJI,Feminino,1,Yes,No,55,Yes,No,Fibra,No,No,Yes,Yes,Yes,No,2 anos,No,CartaoCredito,88.8,4805.3,No,
477,4431-EDMIQ,Feminino,0,Yes,Yes,7,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,No,Mensal,Yes,BoletoEletronico,75.7,554.05,No,
2035,8100-HZZLJ,Feminino,0,No,Yes,43,Yes,No,DSL,Yes,Yes,No,No,No,Yes,Mensal,Yes,BoletoEletronico,63.95,2737.05,No,
6479,4351-QLCSU,Feminino,0,No,No,1,Yes,No,DSL,No,No,No,No,Yes,No,Mensal,Yes,CartaoCredito,55.0,55,Yes,
5788,4815-GBTCD,Feminino,0,Yes,No,4,No,SemTelefone,DSL,No,No,No,No,No,No,Mensal,Yes,BoletoEletronico,25.15,99.95,No,
5742,5135-GRQJV,Masculino,1,Yes,No,72,Yes,Yes,Fibra,Yes,Yes,Yes,Yes,Yes,Yes,2 anos,Yes,BoletoImpresso,114.5,8331.95,No,
5567,8133-ANHHJ,Feminino,1,No,No,49,Yes,Yes,Fibra,Yes,Yes,Yes,Yes,No,Yes,Anual,No,DebitoAutomatico,103.0,5166.2,No,
1202,3927-NLNRY,Masculino,0,Yes,No,53,Yes,No,Fibra,No,Yes,No,No,Yes,Yes,Anual,Yes,DebitoAutomatico,94.25,4867.95,Yes,
2626,4611-ANLQC,Feminino,0,Yes,No,60,No,SemTelefone,DSL,Yes,Yes,Yes,No,No,Yes,Anual,No,BoletoEletronico,50.05,2911.5,No,
5765,1265-XTECC,Feminino,1,Yes,No,68,Yes,Yes,Fibra,Yes,Yes,No,No,No,Yes,Anual,Yes,CartaoCredito,96.55,6581.9,Yes,
6775,3259-KNMRR,Masculino,1,No,No,57,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Yes,2 anos,Yes,DebitoAutomatico,79.75,4438.2,No,
1970,5445-UTODQ,Feminino,0,Yes,No,7,Yes,No,Fibra,No,No,No,No,Yes,No,Mensal,Yes,BoletoEletronico,81.1,576.65,Yes,
3110,6569-KTMDU,Feminino,0,No,No,1,Yes,No,No,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,Mensal,No,BoletoImpresso,19.1,19.1,No,
4018,2969-WGHQO,Feminino,0,Yes,Yes,7,Yes,No,DSL,Yes,Yes,Yes,No,Yes,No,Anual,No,BoletoEletronico,69.45,477.05,No,
2151,2560-WBWXF,Masculino,0,No,No,68,Yes,Yes,No,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,2 anos,Yes,DebitoAutomatico,24.15,1498.85,No,
3687,6849-OYAMU,Masculino,0,Yes,Yes,19,Yes,No,Fibra,No,Yes,No,Yes,Yes,Yes,Anual,No,DebitoAutomatico,100.0,1888.65,Yes,
4916,3420-YJLQT,Feminino,0,No,No,2,Yes,Yes,Fibra,No,Yes,No,No,No,No,Mensal,No,BoletoEletronico,79.55,151.75,No,
1997,0266-CLZKZ,Feminino,0,Yes,Yes,67,Yes,Yes,Fibra,No,No,Yes,Yes,Yes,Yes,2 anos,Yes,DebitoAutomatico,105.65,6717.9,No,
4033,5196-WPYOW,Masculino,0,Yes,Yes,67,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Anual,No,BoletoImpresso,60.05,3994.05,No,
6903,9609-BENEA,Masculino,0,Yes,No,35,Yes,Yes,DSL,No,Yes,No,Yes,Yes,No,Anual,Yes,BoletoEletronico,69.0,2441.7,No,
3054,6465-GSRCL,Feminino,0,No,Yes,67,Yes,Yes,Fibra,No,Yes,No,Yes,Yes,Yes,Anual,Yes,DebitoAutomatico,106.6,7244.7,No,
1248,7321-PKUYW,Feminino,0,No,No,11,Yes,Yes,Fibra,No,No,No,Yes,Yes,No,Mensal,No,BoletoEletronico,90.15,987.95,Yes,
2192,7622-FWGEW,Masculino,1,Yes,No,56,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,2 anos,Yes,DebitoAutomatico,85.65,4824.45,No,
2712,5133-VRSAB,Masculino,0,No,No,8,No,SemTelefone,DSL,Yes,No,No,No,No,No,Mensal,No,BoletoImpresso,29.35,216.45,No,
992,4883-KCPZJ,Feminino,0,Yes,Yes,22,Yes,Yes,No,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,2 anos,No,CartaoCredito,25.25,555.4,No,
2190,5003-XZWWO,Masculino,0,Yes,No,71,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,2 anos,No,CartaoCredito,84.2,5956.85,No,
4670,8741-LQOBK,Feminino,0,Yes,Yes,46,No,SemTelefone,DSL,Yes,Yes,No,No,No,No,Mensal,No,DebitoAutomatico,35.05,1620.25,No,
5142,6408-OTUBZ,Feminino,0,No,No,66,Yes,Yes,Fibra,Yes,Yes,Yes,Yes,Yes,No,Anual,Yes,DebitoAutomatico,104.55,6779.05,No,
3762,0430-IHCDJ,Masculino,0,No,No,15,Yes,Yes,DSL,No,No,No,No,No,No,Mensal,Yes,BoletoEletronico,49.0,749.25,No,
3597,7011-CVEUC,Masculino,0,Yes,No,25,Yes,No,Fibra,No,No,No,Yes,Yes,Yes,Mensal,Yes,CartaoCredito,95.7,2338.35,No,
4711,5871-DGTXZ,Masculino,0,No,No,32,Yes,No,No,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,Anual,No,BoletoImpresso,19.8,607.7,No,
1318,1907-YLNYW,Masculino,0,No,No,8,Yes,No,DSL,Yes,No,Yes,No,No,Yes,Mensal,Yes,BoletoEletronico,66.7,579,No,
1863,9575-IWCAZ,Masculino,0,Yes,No,6,Yes,Yes,No,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,Anual,No,BoletoImpresso,25.1,171,No,
2343,2637-FKFSY,Feminino,0,Yes,No,3,Yes,No,DSL,No,No,No,No,No,No,Mensal,Yes,BoletoImpresso,46.1,130.15,No,
2449,1357-MVDOZ,Masculino,0,Yes,Yes,11,Yes,No,DSL,No,No,Yes,No,Yes,No,Mensal,Yes,DebitoAutomatico,59.65,683.25,No,
2136,1379-FRVEB,Masculino,0,No,Yes,15,Yes,Yes,Fibra,No,Yes,No,No,Yes,No,Mensal,Yes,BoletoEletronico,91.0,1430.05,No,
1065,0634-SZPQA,Feminino,0,No,No,23,Yes,Yes,Fibra,Yes,No,No,No,Yes,No,Mensal,Yes,DebitoAutomatico,90.05,2169.8,Yes,
5868,9214-EKVXR,Feminino,0,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Mensal,Yes,BoletoImpresso,44.0,44,No,
6985,6967-PEJLL,Masculino,0,Yes,Yes,37,No,SemTelefone,DSL,Yes,No,Yes,Yes,No,No,Anual,Yes,BoletoEletronico,40.2,1525.35,No,
4227,5457-COLHT,Masculino,0,Yes,Yes,69,Yes,No,DSL,Yes,Yes,No,Yes,Yes,Yes,2 anos,No,DebitoAutomatico,80.65,5542.55,No,
2621,8766-PAFNE,Masculino,0,Yes,No,71,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,2 anos,Yes,CartaoCredito,79.1,5564.85,No,
77,5590-ZSKRV,Feminino,0,Yes,Yes,8,Yes,No,DSL,Yes,Yes,No,No,No,No,Mensal,No,BoletoImpresso,54.65,482.25,No,
2898,6505-OZNPG,Feminino,0,No,No,6,No,SemTelefone,DSL,Yes,Yes,Yes,Yes,Yes,Yes,2 anos,Yes,BoletoImpresso,63.4,348.8,No,
4820,5641-DMBFJ,Feminino,0,Yes,No,58,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,2 anos,Yes,BoletoEletronico,84.3,4916.4,No,
1314,9831-BPFRI,Feminino,0,Yes,Yes,39,Yes,Yes,Fibra,No,Yes,Yes,Yes,No,No,Anual,Yes,BoletoEletronico,89.55,3474.45,Yes,
6144,2322-VCZHZ,Masculino,1,Yes,No,23,Yes,No,Fibra,Yes,Yes,No,No,No,Yes,Mensal,Yes,BoletoEletronico,90.0,2024.1,No,
872,1764-VUUMT,Masculino,0,No,Yes,66,Yes,No,No,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,2 anos,No,CartaoCredito,19.95,1269.1,No,
3850,6418-HNFED,Masculino,0,Yes,No,51,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,2 anos,Yes,CartaoCredito,83.25,4089.45,No,
5468,6437-UKHMV,Feminino,0,No,No,7,Yes,No,Fibra,No,No,No,No,Yes,No,Mensal,Yes,BoletoEletronico,79.7,586.05,Yes,
6730,1272-ILHFG,Masculino,0,Yes,Yes,15,Yes,No,No,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,Anual,No,BoletoImpresso,19.65,332.65,No,
2965,1591-NFNLQ,Masculino,0,No,No,51,Yes,Yes,Fibra,No,No,Yes,No,No,No,Mensal,No,CartaoCredito,80.0,4242.35,Yes,
3391,7234-KMNRQ,Masculino,0,No,No,4,Yes,No,No,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,Mensal,No,BoletoImpresso,19.0,73.45,No,
5415,1310-QRITU,Feminino,0,No,No,18,Yes,Yes,DSL,No,No,No,No,No,No,Mensal,Yes,BoletoEletronico,50.3,913.3,No,
2560,8178-EYZUO,Masculino,0,No,No,46,Yes,Yes,Fibra,Yes,Yes,No,No,No,Yes,Mensal,Yes,BoletoEletronico,93.7,4154.8,Yes,
6894,1400-MMYXY,Masculino,1,Yes,No,3,Yes,Yes,Fibra,No,Yes,Yes,No,Yes,Yes,Mensal,Yes,BoletoEletronico,105.9,334.65,Yes,
2635,9953-ZMKSM,Masculino,0,No,No,63,Yes,Yes,No,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,SemInternet,2 anos,No,BoletoImpresso,25.25,1559.3,No,
5256,1527-SXDPN,Masculino,0,Yes,Yes,52,Yes,Yes,Fibra,No,No,Yes,Yes,No,Yes,2 anos,Yes,DebitoAutomatico,96.25,4990.25,Yes,
